metric,normal,cmml
cell_area,25391.624020887728,19533.540453074434
nucleus_area,11413.02219321149,9655.90938511327
circularity,0.22659785433967064,0.14879715176348987
solidity,0.3262831210142673,0.25287031014130046
nucleus_intensity,0.3954698351209735,0.3851599084607611
nucleus_contrast,60.72466682054299,61.310913334314854
cytoplasm_contrast,326.34846208457907,389.0943429525405
nc_ratio,0.4551102604324532,0.4994044081566403
