metric,normal,cmml
cell_area,25384.016971279372,19528.391585760517
nucleus_area,11413.02219321149,9655.90938511327
circularity,0.22646343761952034,0.14876558338660176
solidity,0.32620076511278995,0.2528069514226649
nucleus_intensity,0.3954698351209735,0.3851599084607611
nucleus_contrast,60.72466682054299,61.310913334314854
cytoplasm_contrast,389.1511308937075,441.94985063274606
nc_ratio,0.45524681995420213,0.49951237697882955
