Epoch,Train Loss,Train Accuracy,Train Precision,Train Recall,Train F1,Train AUROC,Val Loss,Val Accuracy,Val Precision,Val Recall,Val F1,Val AUROC
1,0.677618456205403,0.6145824166153304,0.6158584288527587,0.6145824166153304,0.6128372304973524,0.6138784259355823,0.6434744702526397,0.8240598618572524,0.7934839159358352,0.8240598618572524,0.7931880357342126,0.5965088616788119
2,0.6217327351392405,0.7622106837982927,0.7622049240612392,0.7622106837982927,0.7622062925574578,0.7621616191097635,0.5252344352336018,0.8806600153491941,0.8816743378901063,0.8806600153491941,0.8620177783617851,0.6985601489687258
3,0.4628820241168246,0.8523717328170377,0.8524764153710677,0.8523717328170377,0.8523448682583914,0.8522700719646372,0.3177090082431863,0.9228702993092862,0.920481680048038,0.9228702993092862,0.9209712046440235,0.8499039393968139
4,0.2985775936735498,0.8915339258998504,0.8915347022940658,0.8915339258998504,0.8915338152223504,0.8915334239173369,0.23171998363879562,0.9211435149654643,0.9227084986168964,0.9211435149654643,0.9218280589511446,0.8787049731884021
5,0.22864470015765914,0.9139751826102261,0.9139787594439452,0.9139751826102261,0.9139752703888185,0.913977679951577,0.20310900666596698,0.9230621642363775,0.9273629898272171,0.9230621642363775,0.9246362752666877,0.8950132641220273
6,0.18827015721093754,0.9287160080964534,0.9287614901306267,0.9287160080964534,0.9287153787175293,0.92873158638252,0.1782610244089109,0.9307367613200307,0.9333263305796563,0.9307367613200307,0.9317430364826526,0.9009213742929227
7,0.1694067826575787,0.9369004664261199,0.9369231877929793,0.9369004664261199,0.9369007904333011,0.9369158490347101,0.18134988693554707,0.9274750575594781,0.93386756061389,0.9274750575594781,0.9295206067794058,0.9116590258416277
8,0.15370706922823954,0.9411687054475051,0.9411796860249174,0.9411687054475051,0.9411678518921414,0.9411604105507322,0.17420636595118266,0.9311204911742134,0.9356528758368426,0.9311204911742134,0.9326693201595692,0.9107127699188635
9,0.13566029174764196,0.9498371908826895,0.9498544889002316,0.9498371908826895,0.9498357676833886,0.9498179301729075,0.15481858123436662,0.9376438986953185,0.9379811662033097,0.9376438986953185,0.9378038098021406,0.8995894895909415
10,0.13167381974306538,0.9506292352371732,0.9506423731460844,0.9506292352371732,0.9506291778816581,0.9506348049334177,0.153398419233279,0.9391788181120491,0.9417584598389503,0.9391788181120491,0.9401273655922685,0.9160602529462112
11,0.12098967619292679,0.9554695062923524,0.955495770792669,0.9554695062923524,0.9554701991747198,0.9554952929203157,0.1466328851033025,0.9441673062164236,0.9429289729635039,0.9441673062164236,0.9430119226988612,0.8884662092630198
12,0.11506261028946703,0.9570975974654581,0.9571085697518091,0.9570975974654581,0.957097062408957,0.9570911565198027,0.15133822121960253,0.9418649270913277,0.9405982767550122,0.9418649270913277,0.940845881537879,0.8874502701833676
13,0.10655106969292992,0.9610578192378774,0.9610698584352656,0.9610578192378774,0.9610573610195864,0.9610526468241646,0.13823216262222068,0.9480046047582502,0.9469380524308662,0.9480046047582502,0.9468570999926443,0.893610115318936
14,0.10044535519175346,0.9642699991199507,0.9642843507996763,0.9642699991199507,0.9642680226727113,0.9642162728273924,0.14583027178844427,0.9464696853415195,0.9453708682959877,0.9464696853415195,0.9450635788446363,0.887491374733155
15,0.09711947756440872,0.9647100237613306,0.9647201334394732,0.9647100237613306,0.9647092201431234,0.964691704494336,0.1404841915001533,0.9439754412893323,0.943931189824088,0.9439754412893323,0.9439531034270396,0.9070616400423498
16,0.08844804433049994,0.9687582504620259,0.9687687979813515,0.9687582504620259,0.9687580544704617,0.9687576209500537,0.14878337452348117,0.9445510360706063,0.9433201791533294,0.9445510360706063,0.9432245899514639,0.8863129632318586
17,0.08769165424095617,0.968098213499956,0.9681046726486264,0.968098213499956,0.9680979771072227,0.9680942529440685,0.14920665075476824,0.9430161166538756,0.942101548586181,0.9430161166538756,0.9424162749089566,0.89572225680031
18,0.07873430866328934,0.9708703687406495,0.9708726203110629,0.9708703687406495,0.9708705846574175,0.9708765514559051,0.16319263907309417,0.943207981580967,0.9420166481550821,0.943207981580967,0.9414578136764246,0.87832129018669
19,0.0801418564215554,0.9708263662765115,0.9708295116089526,0.9708263662765115,0.9708263580859714,0.9708276813486927,0.16595496108435506,0.9439754412893323,0.9433297887069827,0.9439754412893323,0.9417178874191431,0.8720240245148508
20,0.07922676200723032,0.9721904426647893,0.9721961408648898,0.9721904426647893,0.9721905736176789,0.9721973873743478,0.15932620584999033,0.943783576362241,0.9425723418691216,0.943783576362241,0.9421731629469671,0.8810637419684992
21,0.07480739954329828,0.9728504796268591,0.9728567330351113,0.9728504796268591,0.9728497911444111,0.9728258616555013,0.1501022327214228,0.9441673062164236,0.9429214692933151,0.9441673062164236,0.9427795206228706,0.8848828167658891
22,0.07205685902827022,0.9742585584792749,0.9742610336022051,0.9742585584792749,0.9742587980852884,0.9742662082869377,0.17128617054157164,0.9430161166538756,0.9421344929651846,0.9430161166538756,0.9408505035807292,0.8722311282080094
23,0.06600816010853797,0.9761506644372084,0.9761546930198477,0.9761506644372084,0.9761502288332704,0.97613255102436,0.15365597485933177,0.9468534151957022,0.9458361559589906,0.9468534151957022,0.9453309424447439,0.8861344381458005
24,0.06670069318617079,0.9756666373316906,0.9756740805471941,0.9756666373316906,0.9756665334433673,0.9756662880588121,0.15557249871716816,0.944934765924789,0.9438533639284669,0.944934765924789,0.9432511682737966,0.8813726341473737
25,0.06444632080180568,0.9778667605385901,0.977870140981941,0.9778667605385901,0.977866388552386,0.9778497958987407,0.16881383593734126,0.9422486569455104,0.9410824551987977,0.9422486569455104,0.9403135180615593,0.8745468466608148
26,0.06251364027126398,0.9770747161841064,0.97707618906965,0.9770747161841064,0.9770746183057695,0.977070987442649,0.1480641004849408,0.9457022256331543,0.9445996210799344,0.9457022256331543,0.9441727595903127,0.8846310818012159
27,0.05702443739711065,0.979054827070316,0.9790603786929675,0.979054827070316,0.9790542580503319,0.9790276189850081,0.1519097450697806,0.9460859554873369,0.9449650812999881,0.9460859554873369,0.9446697693739886,0.8868575377109923
28,0.05764406520703679,0.9801988911379037,0.9802006241880591,0.9801988911379037,0.9801989984918514,0.9802041058057405,0.14206408973971804,0.9485801995395242,0.9475672293449192,0.9485801995395242,0.9476903660190269,0.8987414954321657
29,0.05544187703154164,0.9809029305641116,0.9809088957976403,0.9809029305641116,0.9809028743603317,0.9809030853135565,0.21025250881390384,0.9384113584036838,0.9389082615162058,0.9384113584036838,0.9348191210028943,0.8494952045097286
30,0.051822272964403476,0.9807709231716976,0.9807726699928881,0.9807709231716976,0.9807706094259496,0.9807521928710348,0.18999474294815052,0.9409056024558711,0.9405967743369453,0.9409056024558711,0.9380600101872197,0.8609810075089986
31,0.054551205427370145,0.9803308985303177,0.980338937558896,0.9803308985303177,0.9803307249038139,0.9803262531891195,0.1630213364538811,0.944934765924789,0.9443589468670164,0.944934765924789,0.9427299717896697,0.8738076944312091
32,0.05202494584988022,0.9813869576696295,0.9813885117777564,0.9813869576696295,0.9813870487430141,0.9813917170343732,0.17427708679757314,0.943783576362241,0.9430669841936299,0.943783576362241,0.9415614226063682,0.8723043380866244
33,0.049421274822346775,0.9817389773827334,0.9817492858333271,0.9817389773827334,0.9817387918594612,0.9817341820503597,0.16495113294683053,0.9447429009976976,0.9439945271526433,0.9447429009976976,0.9426568829034114,0.875282472168693
