fold,accuracy,precision,recall,f1,auroc
0.0,0.903,0.9524,0.84,0.8927,0.9746
1.0,0.7752,0.6396,0.9448,0.7628,0.9142
2.0,0.8779,0.8383,0.8615,0.8497,0.9204
3.0,0.8354,0.6231,0.8105,0.7045,0.9203
4.0,0.929,0.9328,0.8672,0.8988,0.9745
