Epoch,Train Loss,Train Accuracy,Train Precision,Train Recall,Train F1,Train AUROC,Val Loss,Val Accuracy,Val Precision,Val Recall,Val F1,Val AUROC
56,0.19824095952482718,0.9232,0.9181,0.928,0.923,0.9232,0.2329426478509876,0.9062,0.913,0.8203,0.8642,0.8878
57,0.1897587187166484,0.9258,0.9332,0.9219,0.9275,0.9259,0.24340438344304197,0.8977,0.877,0.8359,0.856,0.8845
58,0.20559667623689715,0.9196,0.91,0.9235,0.9167,0.9198,0.23267393433277242,0.9077,0.917,0.8203,0.866,0.889
59,0.17352450410571862,0.9338,0.9426,0.9236,0.933,0.9338,0.2336396843258461,0.9091,0.9211,0.8203,0.8678,0.8901
60,0.18135234481602344,0.9282,0.9257,0.9306,0.9281,0.9282,0.23934945989061485,0.9148,0.9537,0.8047,0.8729,0.8912
61,0.1831104846425214,0.9235,0.9338,0.9111,0.9223,0.9234,0.22649640114766292,0.9105,0.9214,0.8242,0.8701,0.892
62,0.18051111107727266,0.9249,0.9288,0.9234,0.9261,0.925,0.23126210734798489,0.9105,0.9214,0.8242,0.8701,0.892
63,0.17673520343202465,0.9311,0.9403,0.9246,0.9324,0.9313,0.22142496496565978,0.9091,0.9103,0.832,0.8694,0.8926
64,0.15925549617353477,0.9374,0.9325,0.9424,0.9374,0.9374,0.22188099127114666,0.9091,0.9103,0.832,0.8694,0.8926
65,0.16723767537975087,0.9359,0.9341,0.9324,0.9333,0.9357,0.2253341122202321,0.9148,0.9336,0.8242,0.8755,0.8954
66,0.16380670195761718,0.9394,0.9442,0.9359,0.94,0.9395,0.21415415848076175,0.9162,0.9301,0.832,0.8784,0.8982
67,0.16556177762741187,0.935,0.9335,0.9335,0.9335,0.935,0.21451603243952955,0.9162,0.9191,0.8438,0.8798,0.9007
68,0.1532788455556586,0.9409,0.9501,0.9324,0.9412,0.941,0.20898348329038444,0.9162,0.9121,0.8516,0.8808,0.9023
69,0.16873401326109777,0.9332,0.9267,0.941,0.9338,0.9332,0.20597282296512276,0.9134,0.9079,0.8477,0.8768,0.8993
70,0.15769219728854467,0.9376,0.9399,0.9383,0.9391,0.9376,0.2056961205301129,0.9148,0.9083,0.8516,0.879,0.9012
71,0.1575509092928666,0.9368,0.9438,0.933,0.9384,0.9369,0.20648361430291765,0.9091,0.8871,0.8594,0.873,0.8984
72,0.14722081463573114,0.9376,0.9346,0.9397,0.9371,0.9377,0.20179211660499938,0.9162,0.9087,0.8555,0.8813,0.9032
73,0.16144716479587104,0.9335,0.9327,0.9332,0.9329,0.9335,0.19878350739600137,0.9119,0.8975,0.8555,0.876,0.8998
74,0.1537831649887112,0.9391,0.9447,0.9324,0.9385,0.9391,0.19955866029803557,0.9148,0.9224,0.8359,0.877,0.8979
75,0.14460063493757877,0.9382,0.9402,0.9363,0.9382,0.9382,0.20574750322636895,0.9148,0.9188,0.8398,0.8776,0.8987
76,0.1447582073369116,0.9418,0.9429,0.9401,0.9415,0.9418,0.20677443731851367,0.9134,0.9333,0.8203,0.8732,0.8934
77,0.14251175234621427,0.9424,0.9459,0.9422,0.944,0.9424,0.2086009877913801,0.9091,0.8967,0.8477,0.8715,0.8959
78,0.13190079137753202,0.9501,0.9467,0.957,0.9518,0.9498,0.19887605135657146,0.919,0.927,0.8438,0.8834,0.9029
79,0.1323372668955686,0.9459,0.943,0.9481,0.9455,0.9459,0.2027669819124805,0.9162,0.9378,0.8242,0.8773,0.8965
80,0.12897618088590088,0.9518,0.9495,0.9501,0.9498,0.9518,0.2031573310774878,0.9205,0.9065,0.8711,0.8884,0.9099
81,0.12910052417021878,0.9521,0.9566,0.9476,0.9521,0.9521,0.1871936975777234,0.9276,0.9362,0.8594,0.8961,0.9129
82,0.14209216931518517,0.9436,0.9402,0.9464,0.9433,0.9436,0.18980483169963752,0.9304,0.9442,0.8594,0.8998,0.9152
83,0.12633121683139284,0.9518,0.9574,0.9455,0.9514,0.9518,0.18826248264733955,0.9219,0.9389,0.8398,0.8866,0.9043
84,0.125621321839544,0.953,0.951,0.9549,0.9529,0.953,0.19336613068431194,0.9233,0.928,0.8555,0.8902,0.9088
85,0.13339817272674925,0.9492,0.9562,0.9428,0.9495,0.9493,0.18719387511373498,0.9261,0.9359,0.8555,0.8939,0.911
86,0.11926407484724275,0.9554,0.961,0.9464,0.9537,0.9551,0.19119434007866817,0.9261,0.9595,0.832,0.8912,0.906
87,0.13004100270007016,0.9498,0.9498,0.9498,0.9498,0.9498,0.18978688978082078,0.919,0.8996,0.875,0.8871,0.9096
88,0.10910394854562462,0.9572,0.954,0.9592,0.9566,0.9572,0.19352059687000953,0.9247,0.9319,0.8555,0.8921,0.9099
89,0.10963999662759169,0.9583,0.956,0.96,0.958,0.9583,0.1916692758333573,0.9233,0.943,0.8398,0.8884,0.9054
90,0.10580569410802058,0.9601,0.9594,0.96,0.9597,0.9601,0.18886176445812453,0.9261,0.9286,0.8633,0.8947,0.9127
91,0.11493957155155686,0.9524,0.9517,0.9523,0.952,0.9524,0.18327673576475884,0.9318,0.937,0.8711,0.9028,0.9188
92,0.11625769964577455,0.9509,0.9518,0.9472,0.9495,0.9508,0.18973610016903628,0.929,0.9518,0.8477,0.8967,0.9116
93,0.11323527216841027,0.9557,0.9608,0.9519,0.9563,0.9558,0.18637085749915885,0.9205,0.9167,0.8594,0.8871,0.9074
94,0.10851116336108942,0.9574,0.9493,0.9643,0.9568,0.9576,0.18608914834277873,0.9276,0.9399,0.8555,0.8957,0.9121
95,0.11023705496610899,0.956,0.9623,0.9479,0.9551,0.9559,0.21192707601585425,0.9276,0.9724,0.8242,0.8922,0.9054
96,0.10301995569102045,0.9583,0.9618,0.9544,0.9581,0.9583,0.1895771604745691,0.9276,0.9437,0.8516,0.8953,0.9113
97,0.10906560560864098,0.9601,0.9623,0.9584,0.9603,0.9601,0.21141979327975688,0.929,0.9813,0.8203,0.8936,0.9057
98,0.11872158575592176,0.956,0.9585,0.9557,0.9571,0.956,0.19153625510410743,0.9261,0.9513,0.8398,0.8921,0.9076
99,0.11371234904552968,0.9574,0.9558,0.9603,0.958,0.9574,0.1762725990490501,0.9276,0.9184,0.8789,0.8982,0.9171
100,0.09520127606701176,0.9645,0.9645,0.9634,0.9639,0.9645,0.180173628159206,0.929,0.9328,0.8672,0.8988,0.9157
