fold,accuracy,precision,recall,f1,auroc
0.0,0.942,0.926,0.746,0.826,0.982
1.0,0.9465,0.4282,0.632,0.5105,0.9501
2.0,0.9512,0.9219,0.8138,0.8645,0.9759
3.0,0.9477,0.7507,0.8159,0.7819,0.9704
4.0,0.9645,0.9359,0.7666,0.8428,0.9607
